SchYear,DistName,StudentGroup,StudentGroup_TotalTested,StudentSubGroup,StudentSubGroup_TotalTested,ProficientOrAbove_count,ProficientOrAbove_percent,ParticipationRate,DistLocale
2019,ABC Unified,All Students,1448,All Students,1448,789.0,0.5449,0.9931,"Suburb, large"
2019,ABC Unified,Disability Status,1448,Non-SWD,1273,743.0,0.5837,0.993,"Suburb, large"
2019,ABC Unified,Disability Status,1448,SWD,175,46.0,0.2629,0.9943,"Suburb, large"
2019,ABC Unified,EL Status,1448,EL Exited,178,137.0,0.7697,0.9944,"Suburb, large"
2019,ABC Unified,EL Status,1448,English Learner,370,108.0,0.2919,0.9946,"Suburb, large"
2019,ABC Unified,EL Status,1448,English Proficient,1078,681.0,0.6317,0.9926,"Suburb, large"
2019,ABC Unified,EL Status,1448,Ever EL,548,245.0,0.4471,0.9946,"Suburb, large"
2019,ABC Unified,Economic Status,1448,Economically Disadvantaged,799,300.0,0.3755,0.9901,"Suburb, large"
2019,ABC Unified,Economic Status,1448,Not Economically Disadvantaged,649,489.0,0.7535,0.9969,"Suburb, large"
2019,ABC Unified,Gender,1448,Female,702,377.0,0.537,0.9943,"Suburb, large"
2019,ABC Unified,Gender,1448,Male,746,412.0,0.5523,0.992,"Suburb, large"
2019,ABC Unified,Homeless Enrolled Status,1448,Homeless,9,,,1.0,"Suburb, large"
2019,ABC Unified,Homeless Enrolled Status,1448,Non-Homeless,1439,787.0,0.5469,0.9931,"Suburb, large"
2019,ABC Unified,Migrant Status,1448,Migrant,81,21.0,0.2593,1.0,"Suburb, large"
2019,ABC Unified,Military Connected Status,1448,Military,*,,,,"Suburb, large"
2019,ABC Unified,Military Connected Status,1448,Non-Military,1445,788.0,0.5453,0.9931,"Suburb, large"
2019,ABC Unified,RaceEth,1448,American Indian or Alaska Native,*,,,,"Suburb, large"
2019,ABC Unified,RaceEth,1448,Asian,326,284.0,0.8712,0.9969,"Suburb, large"
2019,ABC Unified,RaceEth,1448,Black or African American,114,47.0,0.4123,0.9744,"Suburb, large"
2019,ABC Unified,RaceEth,1448,Filipino,144,101.0,0.7014,1.0,"Suburb, large"
2019,ABC Unified,RaceEth,1448,Hispanic or Latino,710,261.0,0.3676,0.9958,"Suburb, large"
