SchYear,DistName,StudentGroup,StudentGroup_TotalTested,StudentSubGroup,StudentSubGroup_TotalTested,ProficientOrAbove_count,ProficientOrAbove_percent,ParticipationRate,DistLocale
2022,ABC Unified,All Students,1376,All Students,1376,712.0,0.5174,0.9815,"Suburb, large"
2022,ABC Unified,Disability Status,1376,Non-SWD,1234,672.0,0.5446,0.9904,"Suburb, large"
2022,ABC Unified,Disability Status,1376,SWD,142,40.0,0.2817,0.9103,"Suburb, large"
2022,ABC Unified,EL Status,1376,EL Exited,147,118.0,0.8027,0.9932,"Suburb, large"
2022,ABC Unified,EL Status,1376,English Learner,209,43.0,0.2057,0.9858,"Suburb, large"
2022,ABC Unified,EL Status,1376,English Proficient,1167,669.0,0.5733,0.9807,"Suburb, large"
2022,ABC Unified,EL Status,1376,Ever EL,356,161.0,0.4522,0.9889,"Suburb, large"
2022,ABC Unified,Economic Status,1376,Economically Disadvantaged,764,283.0,0.3704,0.9782,"Suburb, large"
2022,ABC Unified,Economic Status,1376,Not Economically Disadvantaged,612,429.0,0.701,0.9855,"Suburb, large"
2022,ABC Unified,Foster Care Status,1376,Foster Care,5,,,1.0,"Suburb, large"
2022,ABC Unified,Foster Care Status,1376,Non-Foster Care,1371,712.0,0.5193,0.9814,"Suburb, large"
2022,ABC Unified,Gender,1376,Female,660,336.0,0.5091,0.9851,"Suburb, large"
2022,ABC Unified,Gender,1376,Male,716,376.0,0.5251,0.9781,"Suburb, large"
2022,ABC Unified,Homeless Enrolled Status,1376,Homeless,4,,,1.0,"Suburb, large"
2022,ABC Unified,Homeless Enrolled Status,1376,Non-Homeless,1372,711.0,0.5182,0.9814,"Suburb, large"
2022,ABC Unified,Migrant Status,1376,Migrant,89,22.0,0.2472,0.9889,"Suburb, large"
2022,ABC Unified,Migrant Status,1376,Non-Migrant,1287,690.0,0.5361,0.9809,"Suburb, large"
2022,ABC Unified,Military Connected Status,1376,Military,4,,,1.0,"Suburb, large"
2022,ABC Unified,Military Connected Status,1376,Non-Military,1372,708.0,0.516,0.9814,"Suburb, large"
2022,ABC Unified,RaceEth,1376,American Indian or Alaska Native,5,,,1.0,"Suburb, large"
2022,ABC Unified,RaceEth,1376,Asian,317,261.0,0.8233,1.0,"Suburb, large"
2022,ABC Unified,RaceEth,1376,Black or African American,115,31.0,0.2696,0.9746,"Suburb, large"
2022,ABC Unified,RaceEth,1376,Filipino,146,109.0,0.7466,0.9932,"Suburb, large"
2022,ABC Unified,RaceEth,1376,Hispanic or Latino,644,232.0,0.3602,0.9817,"Suburb, large"
2022,ABC Unified,RaceEth,1376,Native Hawaiian or Pacific Islander,9,,,0.9,"Suburb, large"
2022,ABC Unified,RaceEth,1376,Two or More,77,38.0,0.4935,0.9277,"Suburb, large"
2022,ABC Unified,RaceEth,1376,White,63,36.0,0.5714,0.9545,"Suburb, large"
2022,Ackerman Charter,All Students,64,All Students,64,34.0,0.5313,0.9846,"Town, fringe"
2022,Ackerman Charter,Disability Status,64,Non-SWD,58,34.0,0.5862,0.9831,"Town, fringe"
2022,Ackerman Charter,Disability Status,64,SWD,6,,,1.0,"Town, fringe"
2022,Ackerman Charter,EL Status,64,EL Exited,*,,,,"Town, fringe"
2022,Ackerman Charter,EL Status,64,English Learner,*,,,,"Town, fringe"
2022,Ackerman Charter,EL Status,64,English Proficient,61,33.0,0.541,0.9839,"Town, fringe"
2022,Ackerman Charter,EL Status,64,Ever EL,6,,,1.0,"Town, fringe"
2022,Ackerman Charter,Economic Status,64,Economically Disadvantaged,17,5.0,0.2941,1.0,"Town, fringe"
2022,Ackerman Charter,Economic Status,64,Not Economically Disadvantaged,47,29.0,0.617,0.9792,"Town, fringe"
2022,Ackerman Charter,Foster Care Status,64,Non-Foster Care,64,34.0,0.5313,0.9846,"Town, fringe"
2022,Ackerman Charter,Gender,64,Female,37,18.0,0.4865,1.0,"Town, fringe"
2022,Ackerman Charter,Gender,64,Male,27,16.0,0.5926,0.9643,"Town, fringe"
2022,Ackerman Charter,Homeless Enrolled Status,64,Homeless,*,,,,"Town, fringe"
2022,Ackerman Charter,Homeless Enrolled Status,64,Non-Homeless,63,34.0,0.5397,0.9844,"Town, fringe"
2022,Ackerman Charter,Migrant Status,64,Non-Migrant,64,34.0,0.5313,0.9846,"Town, fringe"
2022,Ackerman Charter,Military Connected Status,64,Military,8,,,1.0,"Town, fringe"
2022,Ackerman Charter,Military Connected Status,64,Non-Military,56,32.0,0.5714,0.9825,"Town, fringe"
2022,Ackerman Charter,RaceEth,64,Black or African American,*,,,,"Town, fringe"
2022,Ackerman Charter,RaceEth,64,Filipino,*,,,,"Town, fringe"
2022,Ackerman Charter,RaceEth,64,Hispanic or Latino,12,5.0,0.4167,1.0,"Town, fringe"
2022,Ackerman Charter,RaceEth,64,Two or More,6,,,1.0,"Town, fringe"
2022,Ackerman Charter,RaceEth,64,White,43,23.0,0.5349,0.9773,"Town, fringe"
2022,Acton-Agua Dulce Unified,All Students,66,All Students,66,13.0,0.197,0.9296,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Disability Status,66,Non-SWD,59,13.0,0.2203,0.9219,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Disability Status,66,SWD,7,,,1.0,"Rural, fringe"
2022,Acton-Agua Dulce Unified,EL Status,66,EL Exited,4,,,1.0,"Rural, fringe"
2022,Acton-Agua Dulce Unified,EL Status,66,English Learner,16,1.0,0.0625,0.8889,"Rural, fringe"
2022,Acton-Agua Dulce Unified,EL Status,66,English Proficient,49,12.0,0.2449,0.9423,"Rural, fringe"
2022,Acton-Agua Dulce Unified,EL Status,66,Ever EL,20,2.0,0.1,0.9091,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Economic Status,66,Economically Disadvantaged,39,7.0,0.1795,0.907,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Economic Status,66,Not Economically Disadvantaged,27,6.0,0.2222,0.9643,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Foster Care Status,66,Non-Foster Care,66,13.0,0.197,0.9296,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Gender,66,Female,39,9.0,0.2308,0.9286,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Gender,66,Male,27,4.0,0.1481,0.931,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Homeless Enrolled Status,66,Homeless,*,,,,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Homeless Enrolled Status,66,Non-Homeless,65,13.0,0.2,0.9559,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Migrant Status,66,Non-Migrant,66,13.0,0.197,0.9296,"Rural, fringe"
2022,Acton-Agua Dulce Unified,Military Connected Status,66,Non-Military,66,13.0,0.197,0.9296,"Rural, fringe"
2022,Acton-Agua Dulce Unified,RaceEth,66,Black or African American,*,,,,"Rural, fringe"
2022,Acton-Agua Dulce Unified,RaceEth,66,Hispanic or Latino,37,6.0,0.1622,0.9024,"Rural, fringe"
2022,Acton-Agua Dulce Unified,RaceEth,66,Two or More,5,,,1.0,"Rural, fringe"
2022,Acton-Agua Dulce Unified,RaceEth,66,White,23,5.0,0.2174,0.9583,"Rural, fringe"
2022,Adelanto Elementary,All Students,855,All Students,855,121.0,0.1415,0.9862,"Suburb, large"
2022,Adelanto Elementary,Disability Status,855,Non-SWD,742,114.0,0.1536,0.988,"Suburb, large"
2022,Adelanto Elementary,Disability Status,855,SWD,113,7.0,0.0619,0.9741,"Suburb, large"
2022,Adelanto Elementary,EL Status,855,EL Exited,86,29.0,0.3372,1.0,"Suburb, large"
2022,Adelanto Elementary,EL Status,855,English Learner,140,7.0,0.05,0.9929,"Suburb, large"
2022,Adelanto Elementary,EL Status,855,English Proficient,715,114.0,0.1594,0.9848,"Suburb, large"
2022,Adelanto Elementary,EL Status,855,Ever EL,226,36.0,0.1593,0.9956,"Suburb, large"
2022,Adelanto Elementary,Economic Status,855,Economically Disadvantaged,709,93.0,0.1312,0.9875,"Suburb, large"
2022,Adelanto Elementary,Economic Status,855,Not Economically Disadvantaged,146,28.0,0.1918,0.9799,"Suburb, large"
2022,Adelanto Elementary,Foster Care Status,855,Foster Care,18,3.0,0.1667,1.0,"Suburb, large"
2022,Adelanto Elementary,Foster Care Status,855,Non-Foster Care,837,118.0,0.141,0.9859,"Suburb, large"
2022,Adelanto Elementary,Gender,855,Female,452,54.0,0.1195,0.9869,"Suburb, large"
2022,Adelanto Elementary,Gender,855,Male,403,67.0,0.1663,0.9853,"Suburb, large"
2022,Adelanto Elementary,Homeless Enrolled Status,855,Homeless,18,0.0,0.0,1.0,"Suburb, large"
2022,Adelanto Elementary,Homeless Enrolled Status,855,Non-Homeless,837,121.0,0.1446,0.9859,"Suburb, large"
2022,Adelanto Elementary,Migrant Status,855,Non-Migrant,855,121.0,0.1415,0.9862,"Suburb, large"
2022,Adelanto Elementary,Military Connected Status,855,Military,6,,,1.0,"Suburb, large"
2022,Adelanto Elementary,Military Connected Status,855,Non-Military,849,121.0,0.1425,0.9861,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,American Indian or Alaska Native,*,,,,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,Asian,*,,,,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,Black or African American,167,8.0,0.0479,0.9766,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,Filipino,6,,,1.0,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,Hispanic or Latino,557,86.0,0.1544,0.9929,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,Native Hawaiian or Pacific Islander,7,,,1.0,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,Two or More,61,9.0,0.1475,0.9683,"Suburb, large"
2022,Adelanto Elementary,RaceEth,855,White,54,12.0,0.2222,0.9643,"Suburb, large"
2022,Alameda Unified,All Students,632,All Students,632,378.0,0.5981,0.9844,"Suburb, large"
2022,Alameda Unified,Disability Status,632,Non-SWD,550,357.0,0.6491,0.9892,"Suburb, large"
2022,Alameda Unified,Disability Status,632,SWD,82,21.0,0.2561,0.9535,"Suburb, large"
2022,Alameda Unified,EL Status,632,EL Exited,72,56.0,0.7778,1.0,"Suburb, large"
2022,Alameda Unified,EL Status,632,English Learner,57,8.0,0.1404,0.9661,"Suburb, large"
2022,Alameda Unified,EL Status,632,English Proficient,575,370.0,0.6435,0.9863,"Suburb, large"
2022,Alameda Unified,EL Status,632,Ever EL,129,64.0,0.4961,0.9847,"Suburb, large"
2022,Alameda Unified,Economic Status,632,Economically Disadvantaged,157,51.0,0.3248,0.9691,"Suburb, large"
2022,Alameda Unified,Economic Status,632,Not Economically Disadvantaged,475,327.0,0.6884,0.9896,"Suburb, large"
2022,Alameda Unified,Foster Care Status,632,Non-Foster Care,632,378.0,0.5981,0.9844,"Suburb, large"
2022,Alameda Unified,Gender,632,Female,311,181.0,0.582,0.978,"Suburb, large"
2022,Alameda Unified,Gender,632,Male,321,197.0,0.6137,0.9907,"Suburb, large"
2022,Alameda Unified,Homeless Enrolled Status,632,Homeless,*,,,,"Suburb, large"
2022,Alameda Unified,Homeless Enrolled Status,632,Non-Homeless,630,377.0,0.5984,0.9859,"Suburb, large"
2022,Alameda Unified,Migrant Status,632,Non-Migrant,632,378.0,0.5981,0.9844,"Suburb, large"
2022,Alameda Unified,Military Connected Status,632,Military,15,7.0,0.4667,1.0,"Suburb, large"
2022,Alameda Unified,Military Connected Status,632,Non-Military,617,371.0,0.6013,0.9841,"Suburb, large"
2022,Alameda Unified,RaceEth,632,Asian,163,116.0,0.7117,1.0,"Suburb, large"
2022,Alameda Unified,RaceEth,632,Black or African American,32,7.0,0.2188,0.9412,"Suburb, large"
2022,Alameda Unified,RaceEth,632,Filipino,32,16.0,0.5,1.0,"Suburb, large"
2022,Alameda Unified,RaceEth,632,Hispanic or Latino,100,36.0,0.36,0.9804,"Suburb, large"
